,Date,Year,Country,Sex,Injury,Fatal,ACTIVITY,AGE
1862,13-May-2002,2002,USA,M,Laceration to arm.,N,fishing,31
1863,10-May-2002,2002,BRAZIL,M,Leg injured,N,surfing,40
1864,07-May-2002,2002,AUSTRALIA,M,Netted shark injured his am & 6 fingers PROVOKED INCIDENT,N,fishing,20
1865,30-Apr-2002,2002,AUSTRALIA,M,"FATAL, torso & leg bitten  ",Y,diving,23
1866,21-Apr-2002,2002,AUSTRALIA,M,"Drowned, his remains were found in a 3m [10'], 368 kg [811-lb] tiger shark",0,fishing,52
1867,20-Apr-2002,2002,USA,M,Left foot bitten,N,surfing,34
1868,18-Apr-2002,2002,USA,M,Left foot bitten,N,surfing,28
1869,12-Apr-2002,2002,AUSTRALIA,M,Foot bitten,N,swimming,45
1870,09-Apr-2002,2002,BAHAMAS,M,Calf bitten,N,standing,43
1871,02-Apr-2002,2002,USA,M,Two half-inch lacerations on right heel and one near small toe,N,wading,41
1872,01-Apr-2002,2002,USA,M,Upper left arm bitten,N,swimming,29
1873,25-Mar-2002,2002,USA,M,Left leg severed below knee,N,boarding,17
1874,25-Mar-2002,2002,USA,F,Foot bitten,N,wading,11
1875,24-Mar-2002,2002,BRAZIL,M,"Severe kacerations, FATAL",Y,swimming,16
1876,19-Mar-2002,2002,USA,M,Punctures on left foot and foot ,N,swimming,20
1877,15-Mar-2002,2002,USA,M,Arm bitten,N,snorkeling,39
1878,15-Mar-2002,2002,USA,M,Several  puncture wounds on lower right leg,N,surfing,31
1879,03-Mar-2002,2002,NEW CALEDONIA,M,"PRESUMED FATAL, body not recovered",0,spearfishing,44
1880,23-Feb-2002,2002,TURKS & CAICOS,M,FATAL,Y,fishing,0
1881,16-Feb-2002,2002,AUSTRALIA,M,Heel / foot bitten,N,surfing,30
1882,11-Feb-2002,2002,FIJI,M,"FATAL, lower thigh & knee severely lacerated ",Y,0,15
1883,07-Feb-2002,2002,AUSTRALIA,M,Stern of kayak bitten/chest bruised ,N,kayaking,35
1884,30-Jan-2002,2002,AUSTRALIA,M,Bruises & minor cuts,N,surfing,20
1885,30-Jan-2002,2002,AUSTRALIA,M,15 cm wound on inner thigh,N,swimming,32
1886,04-Jan-2002,2002,SOUTH AFRICA,M,Leg bitten & surgically amputated,N,fishing,16
1887,03-Jan-2002,2002,BRAZIL,0,FATAL,Y,swimming,0
1888,01-Jan-2002,2002,SOUTH AFRICA,M,Foot & calf bitten,N,skiing,26
1889,01-Jan-2002,2002,USA,M,Lacerations to buttocks & thigh,N,snorkeling,35
1890,21-Dec-2001,2001,AUSTRALIA,M,"No injury, 2 m to 2.5 m [6.75'  to 8.25'] shark made a threat display",N,surfing,36
1891,23-Nov-2001,2001,AUSTRALIA,M,"No Injury, shark hit board",N,surfing,49
1892,14-Nov-2001,2001,USA,0,"No injury, portion of board's lower surface removed",N,surfing,0
1893,07-Nov-2001,2001,AUSTRALIA,M,"No injury, fell off ski after possibly colliding with  a shark",0,skiing,0
1894,07-Oct-2001,2001,SOUTH AFRICA,M,No injury,N,boarding,0
1895,02-Oct-2001,2001,AUSTRALIA,F,Lacerations to right forearm & shoulder injured,N,snorkeling,20
1896,30-Sep-2001,2001,MEXICO,M,Hand injured,N,surfing,26
1897,30-Sep-2001,2001,AUSTRALIA,M,No injury from shark,N,0,31
1898,24-Sep-2001,2001,USA,M,PROVOKED INCIDENT Several small lacerations on left foot ,N,surfing,21
1899,18-Sep-2001,2001,USA,M,"1"" to 2"" cuts on right ankle & foot",N,surfing,14
1900,16-Sep-2001,2001,USA,M,FATAL or drowning & scavenging,Y,diving,42
1901,15-Sep-2001,2001,USA,M,"2 lacerations on lower back, punctures on buttock",N,boarding,0
1902,15-Sep-2001,2001,USA,M,Foot bitten,N,surfing,16
1903,13-Sep-2001,2001,UNITED KINGDOM,M,Head bitten by captive shark PROVOKED INCIDENT,N,diving,0
1904,08-Sep-2001,2001,USA,M,Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT,N,fishing,44
1905,07-Sep-2001,2001,USA,M,Minor injury to left leg,N,walking,13
1906,07-Sep-2001,2001,USA,F,Left hand injured,N,swimming,0
1907,03-Sep-2001,2001,USA,M,FATAL,Y,swimming,28
1908,03-Sep-2001,2001,USA,F,Left buttock & foot  severed,N,swimming,23
1909,02-Sep-2001,2001,USA,M,Right calf lacerated,N,wading,20
1910,01-Sep-2001,2001,USA,M,"FATAL, thigh bitten ",Y,swimming,10
1911,31-Aug-2001,2001,BAHAMAS,M,Torso lacerated,N,spearfishing,44
1912,29-Aug-2001,2001,USA,F,Punctures & lacerations on elbow & forearm,N,standing,29
1913,27-Aug-2001,2001,USA,M,Heel lacerated,N,wading,69
1914,26-Aug-2001,2001,USA,M,Thigh & foot bitten,N,boarding,18
1915,25-Aug-2001,2001,USA,M,Upper left thigh & right foot bitten,N,boarding,18
1916,22-Aug-2001,2001,USA,M,Foot lacerated,N,surfing,17
1917,21-Aug-2001,2001,USA,M,Thigh lacerated,N,surfing,27
1918,19-Aug-2001,2001,USA,M,Cuts on right foot,N,surfing,32
1919,19-Aug-2001,2001,USA,F,Lacerations to lower leg,N,surfing,17
1920,19-Aug-2001,2001,USA,F,Left foot lacerated,N,surfing,17
1921,18-Aug-2001,2001,USA,M,Cuts on right foot,N,surfing,20
1922,18-Aug-2001,2001,USA,M,Back of left hand gashed,N,surfing,19
1923,18-Aug-2001,2001,USA,M,Left ankle bitten,N,surfing,19
1924,16-Aug-2001,2001,BAHAMAS,M,Calf bitten,N,spearfishing,43
1925,12-Aug-2001,2001,THAILAND,M,Legs bitten,N,0,21
1926,05-Aug-2001,2001,USA,F,Toe bitten,N,0,0
1927,04-Aug-2001,2001,BAHAMAS,M,"Leg bitten, later surgically amputated above the knee",N,swimming,36
1928,03-Aug-2001,2001,ITALY,0,No Injury to occupants,N,fishing,0
1929,26-Jul-2001,2001,USA,F,Survived,N,0,0
1930,25-Jul-2001,2001,USA,M,Minor injury,N,0,0
1931,24-Jul-2001,2001,USA,F,2 bites behind knee,N,0,0
1932,21-Jul-2001,2001,USA,0,No Injury to occupants; shark bumped the boat ,N,fishing,0
1933,15-Jul-2001,2001,USA,M,Left foot & heel lacerated,N,surfing,48
1934,15-Jul-2001,2001,USA,M,Foot lacerated,N,boarding,18
1935,06-Jul-2001,2001,MEXICO,M,Foot bitten,N,surfing,42
1936,06-Jul-2001,2001,USA,M,"Arm severed, surgically reattached",N,swimming,0
1937,03-Jul-2001,2001,USA,0,Hand bitten,N,0,0
1938,Jul-2001,2001,USA,M,2-inch cut on dorsum of left foot,N,floating,35
1939,12-Jun-2001,2001,USA,M,Leg lacerated,N,swimming,14
1940,10-Jun-2001,2001,USA,M,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",N,spearfishing,52
1941,09-Jun-2001,2001,AUSTRALIA,M,Remains recovered from gut of a  3.7 m [12'] tiger shark,0,hiking,75
1942,03-Jun-2001,2001,USA,F,3 puncture wounds on each side of her left  hand,N,wading,29
1943,29-May-2001,2001,USA,M,Survived,N,0,16
1944,23-May-2001,2001,USA,M,Shin lacerated,N,swimming,11
1945,20-May-2001,2001,USA,M,5.5-inch laceration on calf,N,swimming,0
1946,18-May-2001,2001,PHILIPPINES,M,Arm bitten PROVOKED INCIDENT,N,fishing,24
1947,11-May-2001,2001,MADAGASCAR,M,Fatal or drowned & remains scavenged by shark,0,0,0
1948,08-May-2001,2001,SOUTH AFRICA,M,Leg bitten,N,surfing,26
1949,04-May-2001,2001,AUSTRALIA,M,"Chest lacerated, surfboard bitten",N,surfing,33
1950,03-May-2001,2001,USA,M,Foot lacerated ,N,surfing,45
1951,May-2001,2001,FIJI,M,FATAL,Y,spearfishing,0
1952,28-Apr-2001,2001,USA,M,4 small lacerations on lower right leg,N,boarding,14
1953,13-Apr-2001,2001,USA,M,Foot & ankle lacerated,N,surfing,16
1954,13-Apr-2001,2001,USA,M,Right foot & ankle lacerated,N,surfing,12
1955,12-Apr-2001,2001,USA,M,Right ankle & lower leg lacerated,N,0,30
1956,12-Apr-2001,2001,USA,M,Foot & ankle lacerated,N,surfing,38
1957,12-Apr-2001,2001,USA,M,Small cuts on big & pinky toes of left foot,N,surfing,21
1958,12-Apr-2001,2001,USA,M,Foot & ankle lacerated,N,boarding,12
1959,12-Apr-2001,2001,USA,M,Foot lacerated,N,surfing,22
1960,11-Apr-2001,2001,USA,M,Minor cuts on right heel & foot,N,surfing,19
1961,11-Apr-2001,2001,USA,M,Lacerations to top & bottom of left foot,N,surfing,22
1962,11-Apr-2001,2001,USA,M,Minor punctures & lacerations on left hand ,N,surfing,0
1963,10-Apr-2001,2001,USA,0,Foot lacerated,N,surfing,16
1964,08-Apr-2001,2001,SOUTH AFRICA,M,"Thigh, hip & buttock bitten",N,surfing,46
1965,08-Apr-2001,2001,AUSTRALIA,M,Wrist lacerated PROVOKED INCIDENT,N,snorkeling,0
1966,05-Apr-2001,2001,USA,M,Minor lacerations to dorsum of left foot,N,standing,26
1967,02-Ap-2001,2001,BRAZIL,F,Left thigh bitten,N,0,12
1968,02-Apr-2001,2001,AUSTRALIA,M,Calf bitten,N,surfing,40
1969,23-Mar-2001,2001,USA,M,"Minor cuts on left hand, body board bitten",N,boarding,0
1970,09-Mar-2001,2001,USA,M,Fingers & hand lacerated,N,surfing,0
1971,08-Mar-2001,2001,BRAZIL,M,Lacerations below the knee,0,attempting,12
1972,03-Mar-2001,2001,BRAZIL,M,FATAL,Y,swimming,20
1973,Mar-2001,2001,CARIBBEAN SEA,0,"Human remains recovered in shark caught off Anguilla, probable scavenging on drowned body",Y,sinking,0
1974,26-Feb-2001,2001,AUSTRALIA,0,No injury to occupants,N,fishing,0
1975,11-Feb-2001,2001,MALAYSIA,F,Bones recovered by fishermen in 300-kg [662-lb] white sharks gut,0,0,0
1976,04-Feb-2001,2001,AUSTRALIA,M,Leg bitten,N,surfing,40
1977,Reported  24-Jan-2001,2001,AUSTRALIA,M,"No injury, shark rammed & bit kayak",N,kayaking,35
1978,24-Jan-2001,2001,CUBA,F,Left arm bitten,N,swimming,55
1979,21-Jan-2001,2001,AUSTRALIA,0,No injury to occupants,N,fishing,0
1980,09-Jan-2001,2001,USA,M,"Foot bruised, board dinged",N,surfing,0
1981,06-Jan-2001,2001,NEW ZEALAND,M,"No injury, kayak bitten",N,kayaking,0
1982,24-Dec-2000,2000,AUSTRALIA,M,Hand bitten,N,diving,23
1983,12-Dec-2000,2000,FIJI,M,"FATAL, leg severed ",Y,swimming,47
1984,11-Dec-2000,2000,AUSTRALIA,0,No injury to occupants,N,fishing,0
1985,05-Dec-2000,2000,CANADA,M,No injury,N,diving,30
1986,03-Dec-2000,2000,AUSTRALIA,M,Left elbow and forearm bitten,N,spearfishing,38
1987,Dec-2000,2000,NEW ZEALAND,F,FATAL,Y,surfing,0
1988,21-Nov-2000,2000,AUSTRALIA,M,"No injury, wetsuit & swimfin torn",N,diving,28
1989,20-Nov-2000,2000,AUSTRALIA,M,"Missing, thought to have been taken by a shark",0,0,47
1990,17-Nov-2000,2000,USA,M,Right calf lacerated,N,swimming,73
1991,10-Nov-2000,2000,USA,F,No injury,0,walking,27
1992,06-Nov-2000,2000,AUSTRALIA,M,Leg & feet lacerated,N,swimming,52
1993,06-Nov-2000,2000,AUSTRALIA,M,"FATAL, torso bitten, leg severed ",Y,swimming,49
1994,04-Nov-2000,2000,USA,M,Both thighs bitten,N,surfing,27
1995,29-Oct-2000,2000,AUSTRALIA,0,"No Injury to occupant, shark holed and sank boat",N,fishing,31
1996,20-Oct-2000,2000,USA,M,Leg lacerated,N,surfing,23
1997,18-Oct-2000,2000,USA,F,Right side of back / torso lacerated,N,swimming,56
1998,14-Oct-2000,2000,USA,M,Right hand lacerated,N,swimming,69
1999,09-Oct-2000,2000,USA,M,Foot lacerated,N,surfing,17
2000,06-Oct-2000,2000,USA,M,Fingers lacerated,N,surfing,23
2001,06-Oct-2000,2000,USA,M,Right foot & heel lacerated,N,surfing,11
2002,02-Oct-2000,2000,USA,M,Upper left arm lacerated,N,surfing,24
2003,29-Sep-2000,2000,USA,M,No injury,N,sitting,0
2004,25-Sep-2000,2000,AUSTRALIA,M,FATAL,Y,surfing,17
2005,24-Sep-2000,2000,AUSTRALIA,M,FATAL,Y,surfing,25
2006,19-Sep-2000,2000,AUSTRALIA,M,Foot lacerated from toe to heel when he tripped on shark during fishing competition PROVOKED INCIDENT,N,0,12
2007,16-Sep-2000,2000,OKINAWA,M, FATAL,Y,surfing,31
2008,16-Sep-2000,2000,USA,0,Non-fatal,N,0,0
2009,15-Sep-2000,2000,USA,M,Right lower leg & ankle lacerated,N,standing,49
2010,12-Sep-2000,2000,USA,F,Puncture wounds on knee,N,surfing,26
2011,11-Sep-2000,2000,USA,M,Finger lacerated,N,swimming,25
2012,10-Sep-2000,2000,USA,M,Minor injury to arm and hand,N,swimming,0
2013,10-Sep-2000,2000,SOUTH AFRICA,M,Swim fin bitten,N,diving,48
2014,08-Sep-2000,2000,TANZANIA,M,FATAL,Y,swimming,28
2015,08-Sep-2000,2000,USA,M,Left foot lacerated ,N,wading,40
2016,08-Sep-2000,2000,REUNION,M,Left arm bitten,N,surfing,27
2017,Early Sep-2000,2000,TANZANIA,0,FATAL,Y,swimming,0
2018,31-Aug-2000,2000,USA,M,Punctures & lacerations on right foot,N,swimming,47
2019,30-Aug-2000,2000,USA,M,FATAL,Y,0,69
2020,Reported 27-Aug-2000,2000,USA,M,Leg bitten by netted shark PROVOKED INCIDENT,N,conducting,0
2021,21-Aug-2000,2000,USA,M,"Severe gash to left hand above wrist, almost severing hand",N,swimming,0
2022,15-Aug-2000,2000,USA,M,Left calf lacerated,N,windsurfing,53
2023,13-Aug-2000,2000,USA,M,Minor lacerations to the dorsum of the right foot,N,surfing,27
2024,12-Aug-2000,2000,USA,F,Severely bitten on lower leg ,N,standing,44
2025,11-Aug-2000,2000,USA,M,Non-fatal,0,swimming,0
2026,10-Aug-2000,2000,USA,M,Shark involvement probably post-mortem,0,attempting,23
2027,Aug-2000,2000,TANZANIA,0,FATAL,Y,swimming,0
2028,25-Jul-2000,2000,USA,M,Minor laceration on left leg,N,0,0
2029,22-Jul-2000,2000,USA,F,Leg pinched,N,snorkeling,45
2030,17-Jul-2000,2000,USA,M,Foot lacerated,N,surfing,16
2031,16-Jul-2000,2000,USA,M,Minor lacerations on foot,N,surfing,14
2032,16-Jul-2000,2000,SOUTH AFRICA,M,Hand lacerated,N,surfing,15
2033,15-Jul-2000,2000,SOUTH AFRICA,M,"No injury, flung off board",N,surfing,18
2034,15-Jul-2000,2000,SOUTH AFRICA,M,No Injury,N,surfing,0
2035,12-Jul-2000,2000, TONGA,M,Left arm bitten,N,diving,69
2036,10-Jul-2000,2000,USA,M,Minor laceration & 3 punctures to right foot,N,wading,13
2037,09-Jul-2000,2000,USA,M,Knee & calf lacerated,N,swimming,41
2038,07-Jul-2000,2000,USA,M,Ankle & foot lacerated,N,jumping,0
2039,06-Jul-2000,2000,USA,F,Calf lacerated,N,playing,12
2040,04-Jul-2000,2000,USA,F,Left inner thigh,N,wading,20
2041,04-Jul-2000,2000,USA,F,Lower right calf lacerated,N,spearfishing,55
2042,02-Jul-2000,2000,USA,F,Left calf & hand lacerated,N,wading,13
2043,02-Jul-2000,2000,USA,F,Left thigh lacerated,N,standing,19
2044,Jul-2000,2000,TANZANIA,0,FATAL,Y,swimming,0
2045,30-Jun-2000,2000,PAPUA NEW GUINEA,M,FATAL,Y,0,0
2046,29-Jun-2000,2000,NEW ZEALAND,M,"No injury, shark bit the dinghy",N,fishing,0
2047,19-Jun-2000,2000,USA,M,Right ankle lacerated,N,standing,52
2048,13-Jun-2000,2000,USA,0,"No injury to occupants, boat's rear platform bitten",N,sailing,0
2049,10-Jun-2000,2000,USA,M,Foot lacerated,N,surfing,17
2050,09-Jun-2000,2000,USA,M,Puncture wounds on right hip and arm,N,swimming,55
2051,09-Jun-2000,2000,USA,M,Right forearm severed surgically amputated above elbow,N,swimming,44
2052,02-Jun-2000,2000,USA,M,Right forearm lacerated,N,snorkeling,13
2053,Early Jun-2000,2000,TANZANIA,M,"FATAL, legs severed  ",Y,swimming,0
2054,13-May-2000,2000,NEW CALEDONIA,0,Sharks prevented recovery of remains,Y,killing,0
2055,09-May-2000,2000,AUSTRALIA,0,Probable drowning,0,0,0
2056,07-May-2000,2000,PAPUA NEW GUINEA,M,Left leg & ankle bitten,N,standing,0
2057,07-May-2000,2000,PAPUA NEW GUINEA,M,FATAL,Y,diving,0
2058,14-Apr-2000,2000,USA,M,Left foot lacerated,N,walking,34
2059,09-Apr-2000,2000,USA,M,Puncture marks on right thigh,N,boarding,0
2060,31-Mar-2000,2000,USA,M,"No Injury, bumped by shark",N,fishing,0
2061,30-Mar-2000,2000,AUSTRALIA,M,Left calf bitten,N,swimming,26
2062,26-Mar-2000,2000,USA,F,Right knee lacerated,N,boarding,14
2063,24-Mar-2000,2000,USA,M,Left hand bitten,N,surfing,37
2064,15-Mar-2000,2000,NEW CALEDONIA,M,FATAL,Y,spearfishing,35
2065,14-Mar-2000,2000,AUSTRALIA,M,No Injury,N,surfing,0
2066,10-Mar-2000,2000,AUSTRALIA,0,No Injury to occupants,N,rowing,0
2067,09-Mar-2000,2000,AUSTRALIA,0,No injury to occupants; oar bitten,N,rowing,0
2068,Reported      03-Mar-2000,2000,NEW ZEALAND,M,Reported as shark attack but probable drowning ,0,kayaking,27
2069,02-Mar-2000,2000,AUSTRALIA,M,Survived,N,swimming,0
2070,Mar-2000,2000,USA,M,"No injury to diver, speargun damaged",N,spearfishing,39
2071,21-Feb-2000,2000,USA,M,Right calf bitten,N,0,27
2072,19-Feb-2000,2000,SOUTH AFRICA,M,Foot bitten,N,surfing,0
2073,14-Feb-2000,2000,ENGLAND,M,Fingers bitten PROVOKED INCIDENT,N,feeding,0
2074,03-Feb-2000,2000,NEW ZEALAND,M,"No injury, wetsuit punctured",N,surfing,12
2075,01-Feb-2000,2000,AUSTRALIA,M,Hand bitten,N,surfing,26
2076,Reported 28-Jan-2000,2000,REUNION,M,FATAL,Y,0,0
2077,05-Jan-2000,2000,THAILAND,M,FATAL,Y,diving,35
2078,2000,2000,USA,M,No injury to occupant; shark bit propeller,N,fishing,0
2079,31-Dec-1999,1999,NEW ZEALAND,M,Six puncture wounds on  leg,N,surfing,15
2080,31-Dec-1999,1999,NEW ZEALAND,F,Arm bitten,N,swimming,13
2081,31-Dec-1999,1999,NEW ZEALAND,F,A cut on her hand,N,bathing,12
2082,26-Dec-1999,1999,BRAZIL,M,"Leg bitten, surgically amputated",N,surfing,18
2083,14-Dec-1999,1999,USA,M,"Presumed taken by a shark,  but forensic evidence suggested otherwise.",0,diving,0
2084,06-Dec-1999,1999,BRAZIL,M,"Lateral right thigh bitten. Thought to involve a 1.2 to 1.5 m tubarão da gralha preta -  a blacktip shark, C. limbatus",N,spearfishing,39
2085,02-Dec-1999,1999,USA,M,Right arm & fingers lacerated,N,surfing,35
2086,30-Nov-1999,1999,USA,M,Lacerations to hand & wrist,N,surfing,19
2087,23-Nov-1999,1999,USA,F,"Buttock bitten, hands lacerated",N,swimming,51
2088,15-Nov-1999,1999,USA,M,"No injury, board bitten",N,surfing,0
2089,13 -Nov-1999,1999,SOUTH AFRICA,M,Lower legs lacerated,N,surfing,35
2090,06-Nov-1999,1999,BRAZIL,M,Upper right thigh bitten,N,spearfishing,39
2091,Nov-1999,1999,MARSHALL ISLANDS,M,Lacerations to leg,N,swimming,12
2092,Nov-1999,1999,MARSHALL ISLANDS,M,Lacerations to buttocks,N,swimming,12
2093,30-Oct-1999,1999,USA,M,Right foot lacerated,N,boarding,45
2094,30-Oct-1999,1999,USA,M,"Shark bit 8"" chunk from swim fin",N,surfing,13
2095,20-Oct-1999,1999,USA,M,Lacerations to right hand & wrist,N,surfing,0
2096,01-Oct-1999,1999,USA,M,Right arm bitten,N,surfing,16
2097,29-Sep-1999,1999,USA,M,3 one-inch lacerations to sole of right foot,N,wading,22
2098,24-Sep-1999,1999,ITALY,0,No Injury to occupants,N,fishing,0
2099,19-Sep-1999,1999,USA,M,"No injury, but kayak scraped & dented",N,kayaking,37
2100,Reported 16-Sep-1999,1999,USA,F,Thigh (posterior) bitten,N,wading,61
2101,10-Sep-1999,1999,USA,F,Toes lacerated,N,wading,10
2102,05-Sep-1999,1999,USA,M,Right foot bitten,N,surfing,13
2103,04-Sep-1999,1999,USA,M,Left knee nipped by captive shark PROVOKED INCIDENT,N,wading,0
2104,04-Sep-1999,1999,USA,M,Right foot bitten,N,wading,39
2105,26-Aug-1999,1999,USA,M,3-inch laceration to right foot,N,surfing,28
2106,24-Aug-1999,1999,USA,M,Foot injured,N,surfing,0
2107,23-Aug-1999,1999,MARSHALL ISLANDS,M,Lacerations to left leg,N,fishing,23
2108,21-Aug-1999,1999,USA,M,Small lacerations to right foot,N,surfing,17
2109,16-Aug-1999,1999,USA,M,"Ear lacerated, cuts on scalp, back, arm & shoulder ",N,lying,10
2110,05-Aug-1999,1999,USA,M,Right ankle & heel  lacerated,N,surfing,62
2111,05-Aug-1999,1999,BAHAMAS,M,Right arm bitten,N,spearfishing,35
2112,29-Jul-1999,1999,SOUTH AFRICA,M,Right thigh bitten,N,surfing,42
2113,26-Jul-1999,1999,USA,M,Ankle bitten,N,swimming,43
2114,21-Jul-1999,1999,USA,M,Right thigh & buttock bitten,N,surfing,43
2115,15-Jul-1999,1999,SOUTH AFRICA,M,FATAL,Y,boarding,14
2116,06-Jul-1999,1999,USA,M,Five cuts on his heel,N,0,0
2117,04-Jul-1999,1999,USA,F,Lacerations knee to ankle,N,wading,30
2118,03-Jul-1999,1999,SOUTH AFRICA,M,Leg & board bitten,N,surfing,29
2119,19-Jun-1999,1999,USA,M,9-inch gash in left foot ,N,0,20
2120,17-Jun-1999,1999,USA,M,Right hand and wrist lacerated,N,surfing,21
2121,12-Jun-1999,1999,USA,M,8-inch bite on calf,N,swimming,41
2122,09-Jun-1999,1999,USA,M,Knee lacerated,N,splashing,0
2123,29-May-1999,1999,AUSTRALIA,M,"FATAL, body not recovered",Y,windsurfing,22
2124,01-May-1999,1999,BRAZIL,M,Leg & hands bitten,N,surfing,21
2125,22-Apr-1999,1999,MAURITIUS,F,Thigh bitten,N,swimming,41
2126,11-Apr-1999,1999,REUNION,M,FATAL,Y,swimming,52
2127,01-Apr-1999,1999,USA,M,Ankle bitten,N,surfing,14
2128,Reported 18-Mar-1999 ,1999,NEW ZEALAND,M,No injury,N,spearfishing,0
2129,18-Mar-1999,1999,BRAZIL,M,Grabbed small shark & it bit him  PROVOKED INCIDENT,N,0,0
2130,18-Mar-1999,1999,USA,F,"FATAL, arm bitten ",Y,swimming,29
2131,14-Mar-1999,1999,NEW CALEDONIA,M,Multiple injuries,N,spearfishing,0
2132,14-Mar-1999,1999,NEW ZEALAND,M,Right thigh bitten PROVOKED INCIDENT,N,fishing,28
2133,08-Mar-1999,1999,USA,M,Bruised right leg,N,surfing,18
2134,05-Mar-1999,1999,USA,F,Tissue removed knee to thigh,N,swimming,29
2135,26-Feb-1999,1999,USA,0,"No injury to occupants, boat sank after colliding with shark",N,cruising,0
2136,23-Feb-1999,1999,AUSTRALIA,M,"Left hand & forearm bitten, board bitten",N,surfing,35
2137,03-Feb-1999,1999,USA,M,Left hand bitten,N,surfing,25
2138,29-Jan-1999,1999,MAURITIUS,M,Legs & torso injured,N,spearfishing,47
2139, 13-Jan-1999,1999,SOUTH AFRICA,M,"No Injury, ski bitten",N,skiing,0
2140,01-Jan-1999,1999,NEW ZEALAND,0,No injury to occupant: boat lost,N,0,0
2141,Reported 03-Jan-1999,1999,AUSTRALIA,F,"Cut foot, but injury caused by fishing line, not the shark",0,fishing,37
2142,03-Jan-1999,1999,REUNION,0,FATAL,Y,spearfishing,0
2143,1999,1999,SOUTH AFRICA,M,Heel lacerated,N,spearfishing,30
2144,1999,1999,USA,M,Abrasions,0,surfing,0
2145,24-Dec-1998,1998,USA,M,Left foot bitten after he accidentally stepped on the shark         PROVOKED INCIDENT ,N,surfing,19
2146,22-Dec-1998,1998,AUSTRALIA,F,2 puncture wounds in left leg,N,standing,21
2147,Reported 20-Dec-1998,1998,SOUTH AFRICA,M,Leg bitten,N,surfing,18
2148,18-Dec-1998,1998,SOUTH AFRICA,M,Right leg bitten,N,splashing,14
2149,15-Dec-1998,1998,AUSTRALIA,F,Leg injured,N,surfing,21
2150,21-Nov-1998,1998,USA,M,FATAL,Y,swimming,0
2151,14-Nov-1998,1998,USA,M,Right foot bitten,N,surfing,14
